Title,Acronym,source,rank,core_id
1st International Conference on Building Energy and Environment,COBEE,ERA2010,,1
1st International Conference on Engineering Management,ICEM,ERA2010,,2
2008 International Conference on Biomedical Robotics and Biomechatronics,BIO ROB,ERA2010,B,3
3-D Digital Imaging and Modelling,3DIM,CORE2018,C,4
3-D Digital Imaging and Modelling,3DIM,CORE2017,C,4
3-D Digital Imaging and Modelling,3DIM,CORE2014,C,4
3-D Digital Imaging and Modelling,3DIM,CORE2013,C,4
3-D Digital Imaging and Modelling,3DIM,ERA2010,C,4
A Satellite workshop on Formal Approaches to Testing of Software,FATES,CORE2018,C,5
A Satellite workshop on Formal Approaches to Testing of Software,FATES,CORE2017,C,5
A Satellite workshop on Formal Approaches to Testing of Software,FATES,CORE2014,C,5
A Satellite workshop on Formal Approaches to Testing of Software,FATES,CORE2013,C,5
A Satellite workshop on Formal Approaches to Testing of Software,FATES,ERA2010,C,5
A Satellite workshop on Formal Approaches to Testing of Software,FATES,CORE2008,C,5
AAEE - Annual Conference of Australasian Association for Engineering Education,,ERA2010,B,6
Accelerating excellence in the built environment World Conference,WCAEBE,ERA2010,C,7
Accounting and Finance Association of Australia and New Zealand Conference,AFAANZ,CORE2018,Australasian,8
Accounting and Finance Association of Australia and New Zealand Conference,AFAANZ,CORE2017,Australasian,8
Accounting and Finance Association of Australia and New Zealand Conference,AFAANZ,CORE2014,Australasian,8
Accounting and Finance Association of Australia and New Zealand Conference,AFAANZ,CORE2013,Australasian,8
Accounting and Finance Association of Australia and New Zealand Conference,AFAANZ,ERA2010,C,8
"ACIS Conference on Software Engineering Research, Management and Applications",SERA,CORE2021,C,9
"ACIS Conference on Software Engineering Research, Management and Applications",SERA,CORE2020,C,9
"ACIS Conference on Software Engineering Research, Management and Applications",SERA,CORE2018,C,9
"ACIS Conference on Software Engineering Research, Management and Applications",SERA,CORE2017,C,9
"ACIS Conference on Software Engineering Research, Management and Applications",SERA,CORE2014,C,9
"ACIS Conference on Software Engineering Research, Management and Applications",SERA,CORE2013,C,9
"ACIS Conference on Software Engineering Research, Management and Applications",SERA,ERA2010,C,9
ACM Annual Computer Science Conference,CSC,CORE2018,C,10
ACM Annual Computer Science Conference,CSC,CORE2017,C,10
ACM Annual Computer Science Conference,CSC,CORE2014,C,10
ACM Annual Computer Science Conference,CSC,CORE2013,C,10
ACM Annual Computer Science Conference,CSC,ERA2010,C,10
"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",SIGCOMM,CORE2021,A*,11
"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",SIGCOMM,CORE2020,A*,11
"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",SIGCOMM,CORE2018,A*,11
"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",SIGCOMM,CORE2017,A*,11
"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",SIGCOMM,CORE2014,A*,11
"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",SIGCOMM,CORE2013,A*,11
"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",SIGCOMM,ERA2010,A,11
"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",SIGCOMM,CORE2008,A*,11
ACM Conference on Computer and Communications Security,CCS,CORE2021,A*,12
ACM Conference on Computer and Communications Security,CCS,CORE2020,A*,12
ACM Conference on Computer and Communications Security,CCS,CORE2018,A*,12
ACM Conference on Computer and Communications Security,CCS,CORE2017,A*,12
ACM Conference on Computer and Communications Security,CCS,CORE2014,A*,12
ACM Conference on Computer and Communications Security,CCS,CORE2013,A*,12
ACM Conference on Computer and Communications Security,CCS,ERA2010,A,12
ACM Conference on Computer and Communications Security,CCS,CORE2008,A*,12
ACM Conference on Computer Supported Cooperative Work,CSCW,CORE2021,A,13
ACM Conference on Computer Supported Cooperative Work,CSCW,CORE2020,A,13
ACM Conference on Computer Supported Cooperative Work,CSCW,CORE2018,A,13
ACM Conference on Computer Supported Cooperative Work,CSCW,CORE2017,A,13
ACM Conference on Computer Supported Cooperative Work,CSCW,CORE2014,A,13
ACM Conference on Computer Supported Cooperative Work,CSCW,CORE2013,A,13
ACM Conference on Computer Supported Cooperative Work,CSCW,ERA2010,A,13
ACM Conference on Computer Supported Cooperative Work,CSCW,CORE2008,A,13
ACM Conference on Economics and Computation,EC,CORE2021,A*,14
ACM Conference on Economics and Computation,EC,CORE2020,A*,14
ACM Conference on Economics and Computation,EC,CORE2018,A*,14
ACM Conference on Economics and Computation,EC,CORE2017,B,14
ACM Conference on Economics and Computation,EC,CORE2014,B,14
ACM Conference on Economics and Computation,EC,CORE2013,B,14
ACM Conference on Economics and Computation,EC,ERA2010,B,14
ACM Conference on Economics and Computation,EC,CORE2008,A,14
ACM Conference on Embedded Networked Sensor Systems,SENSYS,CORE2021,A*,15
ACM Conference on Embedded Networked Sensor Systems,SENSYS,CORE2020,A*,15
ACM Conference on Embedded Networked Sensor Systems,SENSYS,CORE2018,A*,15
ACM Conference on Embedded Networked Sensor Systems,SENSYS,CORE2017,A*,15
ACM Conference on Embedded Networked Sensor Systems,SENSYS,CORE2014,A*,15
ACM Conference on Embedded Networked Sensor Systems,SENSYS,CORE2013,A*,15
ACM Conference on Embedded Networked Sensor Systems,SENSYS,ERA2010,A,15
ACM Conference on Embedded Networked Sensor Systems,SENSYS,CORE2008,A*,15
ACM Conference on Embedded Software,EMSOFT,CORE2021,Journal published,16
ACM Conference on Embedded Software,EMSOFT,CORE2020,A,16
ACM Conference on Embedded Software,EMSOFT,CORE2018,A,16
ACM Conference on Embedded Software,EMSOFT,CORE2017,A,16
ACM Conference on Embedded Software,EMSOFT,CORE2014,A,16
ACM Conference on Embedded Software,EMSOFT,CORE2013,A,16
ACM Conference on Embedded Software,EMSOFT,ERA2010,A,16
ACM Conference on Embedded Software,EMSOFT,CORE2008,A,16
ACM Conference on Hypertext and Social Media,Hypertext,CORE2018,A,17
ACM Conference on Hypertext and Social Media,Hypertext,CORE2017,A,17
ACM Conference on Hypertext and Social Media,Hypertext,CORE2014,A,17
ACM Conference on Hypertext and Social Media,Hypertext,CORE2013,A,17
ACM Conference on Hypertext and Social Media,Hypertext,ERA2010,A,17
ACM Conference on Hypertext and Social Media,Hypertext,CORE2008,A,17
ACM Conference on Object Oriented Programming Systems Languages and Applications,OOPSLA,CORE2021,A,18
ACM Conference on Object Oriented Programming Systems Languages and Applications,OOPSLA,CORE2020,A*,18
ACM Conference on Object Oriented Programming Systems Languages and Applications,OOPSLA,CORE2018,A*,18
ACM Conference on Object Oriented Programming Systems Languages and Applications,OOPSLA,CORE2017,A*,18
ACM Conference on Object Oriented Programming Systems Languages and Applications,OOPSLA,CORE2014,A*,18
ACM Conference on Object Oriented Programming Systems Languages and Applications,OOPSLA,CORE2013,A*,18
ACM Conference on Object Oriented Programming Systems Languages and Applications,OOPSLA,ERA2010,A,18
ACM Conference on Object Oriented Programming Systems Languages and Applications,OOPSLA,CORE2008,A*,18
ACM Creativity and Cognition,CC,ERA2010,A,19
ACM Digital Rights Management Workshop,DRM,CORE2018,C,20
ACM Digital Rights Management Workshop,DRM,CORE2017,C,20
ACM Digital Rights Management Workshop,DRM,CORE2014,C,20
ACM Digital Rights Management Workshop,DRM,CORE2013,C,20
ACM Digital Rights Management Workshop,DRM,ERA2010,C,20
ACM Information Technology Education,SIGITE,CORE2021,National: USA,21
ACM Information Technology Education,SIGITE,CORE2020,National: USA,21
ACM Information Technology Education,SIGITE,CORE2018,C,21
ACM Information Technology Education,SIGITE,CORE2017,C,21
ACM Information Technology Education,SIGITE,CORE2014,C,21
ACM Information Technology Education,SIGITE,CORE2013,C,21
ACM Information Technology Education,SIGITE,ERA2010,C,21
ACM International Conference on Advances in Geographic Information Systems,SIGSPATIAL,CORE2021,A,22
ACM International Conference on Advances in Geographic Information Systems,SIGSPATIAL,CORE2020,National: USA,22
ACM International Conference on Advances in Geographic Information Systems,SIGSPATIAL,CORE2018,A,22
ACM International Conference on Advances in Geographic Information Systems,SIGSPATIAL,CORE2017,B,22
ACM International Conference on Advances in Geographic Information Systems,SIGSPATIAL,CORE2014,B,22
ACM International Conference on Advances in Geographic Information Systems,SIGSPATIAL,CORE2013,B,22
ACM International Conference on Advances in Geographic Information Systems,SIGSPATIAL,ERA2010,B,22
"ACM International Conference on Advances in Computer Entertainment (merged with DIMEA, Digital Interactive Media in Entertainment and Arts, in 2009)",ACE,CORE2021,B,23
"ACM International Conference on Advances in Computer Entertainment (merged with DIMEA, Digital Interactive Media in Entertainment and Arts, in 2009)",ACE,CORE2020,B,23
"ACM International Conference on Advances in Computer Entertainment (merged with DIMEA, Digital Interactive Media in Entertainment and Arts, in 2009)",ACE,CORE2018,B,23
"ACM International Conference on Advances in Computer Entertainment (merged with DIMEA, Digital Interactive Media in Entertainment and Arts, in 2009)",ACE,CORE2017,B,23
"ACM International Conference on Advances in Computer Entertainment (merged with DIMEA, Digital Interactive Media in Entertainment and Arts, in 2009)",ACE,CORE2014,B,23
"ACM International Conference on Advances in Computer Entertainment (merged with DIMEA, Digital Interactive Media in Entertainment and Arts, in 2009)",ACE,CORE2013,B,23
"ACM International Conference on Advances in Computer Entertainment (merged with DIMEA, Digital Interactive Media in Entertainment and Arts, in 2009)",ACE,ERA2010,B,23
ACM International Conference on Emerging Networking Experiments and Technologies,CoNEXT,CORE2021,A,24
ACM International Conference on Emerging Networking Experiments and Technologies,CoNEXT,CORE2020,A,24
ACM International Conference on Emerging Networking Experiments and Technologies,CoNEXT,CORE2018,A,24
ACM International Conference on Emerging Networking Experiments and Technologies,CoNEXT,CORE2017,A,24
ACM International Conference on Emerging Networking Experiments and Technologies,CoNEXT,CORE2014,A,24
ACM International Conference on Emerging Networking Experiments and Technologies,CoNEXT,CORE2013,A,24
ACM International Conference on Emerging Networking Experiments and Technologies,CoNEXT,ERA2010,A,24
ACM International Conference on Information and Knowledge Management,CIKM,CORE2021,A,25
ACM International Conference on Information and Knowledge Management,CIKM,CORE2020,A,25
ACM International Conference on Information and Knowledge Management,CIKM,CORE2018,A,25
ACM International Conference on Information and Knowledge Management,CIKM,CORE2017,A,25
ACM International Conference on Information and Knowledge Management,CIKM,CORE2014,A,25
ACM International Conference on Information and Knowledge Management,CIKM,CORE2013,A,25
ACM International Conference on Information and Knowledge Management,CIKM,ERA2010,A,25
ACM International Conference on Information and Knowledge Management,CIKM,CORE2008,A,25
ACM International Conference on Knowledge Discovery and Data Mining,KDD,CORE2021,A*,26
ACM International Conference on Knowledge Discovery and Data Mining,KDD,CORE2020,A*,26
ACM International Conference on Knowledge Discovery and Data Mining,KDD,CORE2018,A*,26
ACM International Conference on Knowledge Discovery and Data Mining,KDD,CORE2017,A*,26
ACM International Conference on Knowledge Discovery and Data Mining,KDD,CORE2014,A*,26
ACM International Conference on Knowledge Discovery and Data Mining,KDD,CORE2013,A*,26
ACM International Conference on Knowledge Discovery and Data Mining,KDD,ERA2010,A,26
ACM International Conference on Knowledge Discovery and Data Mining,KDD,CORE2008,A*,26
ACM International Conference on Mobile Computing and Networking,MOBICOM,CORE2021,A*,27
ACM International Conference on Mobile Computing and Networking,MOBICOM,CORE2020,A*,27
ACM International Conference on Mobile Computing and Networking,MOBICOM,CORE2018,A*,27
ACM International Conference on Mobile Computing and Networking,MOBICOM,CORE2017,A*,27
ACM International Conference on Mobile Computing and Networking,MOBICOM,CORE2014,A*,27
ACM International Conference on Mobile Computing and Networking,MOBICOM,CORE2013,A*,27
ACM International Conference on Mobile Computing and Networking,MOBICOM,ERA2010,A,27
ACM International Conference on Mobile Computing and Networking,MOBICOM,CORE2008,A*,27
ACM International Conference on Recommender Systems,RecSys,CORE2021,A,28
ACM International Conference on Recommender Systems,RecSys,CORE2020,B,28
ACM International Conference on Recommender Systems,RecSys,CORE2018,B,28
ACM International Conference on Recommender Systems,RecSys,CORE2017,B,28
ACM International Conference on Recommender Systems,RecSys,CORE2014,B,28
ACM International Conference on Recommender Systems,RecSys,CORE2013,B,28
ACM International Conference on Recommender Systems,RecSys,ERA2010,B,28
ACM International Conference on Research and Development in Information Retrieval,SIGIR,CORE2021,A*,29
ACM International Conference on Research and Development in Information Retrieval,SIGIR,CORE2020,A*,29
ACM International Conference on Research and Development in Information Retrieval,SIGIR,CORE2018,A*,29
ACM International Conference on Research and Development in Information Retrieval,SIGIR,CORE2017,A*,29
ACM International Conference on Research and Development in Information Retrieval,SIGIR,CORE2014,A*,29
ACM International Conference on Research and Development in Information Retrieval,SIGIR,CORE2013,A*,29
ACM International Conference on Research and Development in Information Retrieval,SIGIR,ERA2010,A,29
ACM International Conference on Research and Development in Information Retrieval,SIGIR,CORE2008,A*,29
ACM International Conference on Supercomputing,ICS,CORE2021,A,30
ACM International Conference on Supercomputing,ICS,CORE2020,A,30
ACM International Conference on Supercomputing,ICS,CORE2018,A,30
ACM International Conference on Supercomputing,ICS,CORE2017,A,30
ACM International Conference on Supercomputing,ICS,CORE2014,A,30
ACM International Conference on Supercomputing,ICS,CORE2013,A,30
ACM International Conference on Supercomputing,ICS,ERA2010,A,30
ACM International Conference on Supercomputing,ICS,CORE2008,A,30
ACM International Conference on Web Search and Data Mining,WSDM,CORE2021,A*,31
ACM International Conference on Web Search and Data Mining,WSDM,CORE2020,A*,31
ACM International Conference on Web Search and Data Mining,WSDM,CORE2018,A*,31
ACM International Conference on Web Search and Data Mining,WSDM,CORE2017,A*,31
ACM International Conference on Web Search and Data Mining,WSDM,CORE2014,A*,31
ACM International Conference on Web Search and Data Mining,WSDM,CORE2013,B,31
ACM International Conference on Web Search and Data Mining,WSDM,ERA2010,B,31
ACM International Symposium on Computer Architecture,ISCA,CORE2021,A*,32
ACM International Symposium on Computer Architecture,ISCA,CORE2020,A*,32
ACM International Symposium on Computer Architecture,ISCA,CORE2018,A*,32
ACM International Symposium on Computer Architecture,ISCA,CORE2017,A*,32
ACM International Symposium on Computer Architecture,ISCA,CORE2014,A*,32
ACM International Symposium on Computer Architecture,ISCA,CORE2013,A*,32
ACM International Symposium on Computer Architecture,ISCA,ERA2010,A,32
ACM International Symposium on Computer Architecture,ISCA,CORE2008,A*,32
ACM International Symposium on High Performance Distributed Computing,HPDC,CORE2021,A,33
ACM International Symposium on High Performance Distributed Computing,HPDC,CORE2020,A,33
ACM International Symposium on High Performance Distributed Computing,HPDC,CORE2018,A,33
ACM International Symposium on High Performance Distributed Computing,HPDC,CORE2017,A,33
ACM International Symposium on High Performance Distributed Computing,HPDC,CORE2014,A,33
ACM International Symposium on High Performance Distributed Computing,HPDC,CORE2013,A,33
ACM International Symposium on High Performance Distributed Computing,HPDC,ERA2010,A,33
ACM International Symposium on High Performance Distributed Computing,HPDC,CORE2008,A,33
ACM International Wireless Communications and Mobile Computing Conference,IWCMC,CORE2021,B,34
ACM International Wireless Communications and Mobile Computing Conference,IWCMC,CORE2020,B,34
ACM International Wireless Communications and Mobile Computing Conference,IWCMC,CORE2018,B,34
ACM International Wireless Communications and Mobile Computing Conference,IWCMC,CORE2017,B,34
ACM International Wireless Communications and Mobile Computing Conference,IWCMC,CORE2014,B,34
ACM International Wireless Communications and Mobile Computing Conference,IWCMC,CORE2013,B,34
ACM International Wireless Communications and Mobile Computing Conference,IWCMC,ERA2010,B,34
ACM International Wireless Communications and Mobile Computing Conference,IWCMC,CORE2008,B,34
ACM International Workshop On Multimedia Databases,MMDB,CORE2018,C,35
ACM International Workshop On Multimedia Databases,MMDB,CORE2017,C,35
ACM International Workshop On Multimedia Databases,MMDB,CORE2014,C,35
ACM International Workshop On Multimedia Databases,MMDB,CORE2013,C,35
ACM International Workshop On Multimedia Databases,MMDB,ERA2010,C,35
ACM International Workshop on. Mobility Management and Wireless Access,MobiWac,ERA2010,B,36
ACM Multimedia,ACMMM,CORE2021,A*,37
ACM Multimedia,ACMMM,CORE2020,A*,37
ACM Multimedia,ACMMM,CORE2018,A*,37
ACM Multimedia,ACMMM,CORE2017,A*,37
ACM Multimedia,ACMMM,CORE2014,A*,37
ACM Multimedia,ACMMM,CORE2013,A*,37
ACM Multimedia,ACMMM,ERA2010,A,37
ACM Multimedia,ACMMM,CORE2008,A*,37
ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,CORE2021,A*,38
ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,CORE2020,A*,38
ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,CORE2018,A*,38
ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,CORE2017,A*,38
ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,CORE2014,A*,38
ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,CORE2013,A*,38
ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,ERA2010,A,38
ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,CORE2008,A*,38
Measurement and Modeling of Computer Systems,SIGMETRICS,CORE2021,A*,39
Measurement and Modeling of Computer Systems,SIGMETRICS,CORE2020,A*,39
Measurement and Modeling of Computer Systems,SIGMETRICS,CORE2018,A*,39
Measurement and Modeling of Computer Systems,SIGMETRICS,CORE2017,A*,39
Measurement and Modeling of Computer Systems,SIGMETRICS,CORE2014,A*,39
Measurement and Modeling of Computer Systems,SIGMETRICS,CORE2013,A*,39
Measurement and Modeling of Computer Systems,SIGMETRICS,ERA2010,A,39
Measurement and Modeling of Computer Systems,SIGMETRICS,CORE2008,A*,39
ACM SIGCHI_NZ Conference on Human-Computer Interaction,SIGCHI-NZ,CORE2018,Australasian,40
ACM SIGCHI_NZ Conference on Human-Computer Interaction,SIGCHI-NZ,CORE2017,Australasian,40
ACM SIGCHI_NZ Conference on Human-Computer Interaction,SIGCHI-NZ,CORE2014,Australasian,40
ACM SIGCHI_NZ Conference on Human-Computer Interaction,SIGCHI-NZ,CORE2013,Australasian,40
ACM SIGCHI_NZ Conference on Human-Computer Interaction,SIGCHI-NZ,ERA2010,C,40
ACM SIGCOMM Internet Measurement Conference,ACM IMC,ERA2010,A,41
ACM SIGGRAPH/Eurographics Symposium on Computer Animation,SCA,CORE2021,B,42
ACM SIGGRAPH/Eurographics Symposium on Computer Animation,SCA,CORE2020,B,42
ACM SIGGRAPH/Eurographics Symposium on Computer Animation,SCA,CORE2018,B,42
ACM SIGGRAPH/Eurographics Symposium on Computer Animation,SCA,CORE2017,B,42
ACM SIGGRAPH/Eurographics Symposium on Computer Animation,SCA,CORE2014,B,42
ACM SIGGRAPH/Eurographics Symposium on Computer Animation,SCA,CORE2013,B,42
ACM SIGGRAPH/Eurographics Symposium on Computer Animation,SCA,ERA2010,B,42
ACM SIGGRAPH/Eurographics Symposium on Computer Animation,SCA,CORE2008,A,42
ACM SIGIR Workshop on XML and Information Retrieval,SIGIR/XML,CORE2018,C,43
ACM SIGIR Workshop on XML and Information Retrieval,SIGIR/XML,CORE2017,C,43
ACM SIGIR Workshop on XML and Information Retrieval,SIGIR/XML,CORE2014,C,43
ACM SIGIR Workshop on XML and Information Retrieval,SIGIR/XML,CORE2013,C,43
ACM SIGIR Workshop on XML and Information Retrieval,SIGIR/XML,ERA2010,C,43
International Conference on Multimedia Retrieval (previously MIR),ICMR,CORE2021,B,44
International Conference on Multimedia Retrieval (previously MIR),ICMR,CORE2020,B,44
International Conference on Multimedia Retrieval (previously MIR),ICMR,CORE2018,B,44
International Conference on Multimedia Retrieval (previously MIR),ICMR,CORE2017,B,44
International Conference on Multimedia Retrieval (previously MIR),ICMR,CORE2014,B,44
International Conference on Multimedia Retrieval (previously MIR),ICMR,CORE2013,B,44
International Conference on Multimedia Retrieval (previously MIR),ICMR,ERA2010,B,44
International Conference on Multimedia Retrieval (previously MIR),ICMR,CORE2008,A,44
"ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",Mobisys,CORE2021,B,45
"ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",Mobisys,CORE2020,B,45
"ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",Mobisys,CORE2018,B,45
"ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",Mobisys,CORE2017,B,45
"ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",Mobisys,CORE2014,B,45
"ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",Mobisys,CORE2013,B,45
"ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",Mobisys,ERA2010,B,45
"ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",Mobisys,CORE2008,A,45
ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,PODS,CORE2021,A*,46
ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,PODS,CORE2020,A*,46
ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,PODS,CORE2018,A*,46
ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,PODS,CORE2017,A*,46
ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,PODS,CORE2014,A*,46
ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,PODS,CORE2013,A*,46
ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,PODS,ERA2010,A,46
ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,PODS,CORE2008,A*,46
ACM SIGOPS European Workshops,SIGOPS-EW,ERA2010,C,47
ACM SIGOPS European Workshops,SIGOPS-EW,CORE2008,B,47
ACM SIGOPS Symposium on Operating Systems Principles,SOSP,CORE2021,A*,48
ACM SIGOPS Symposium on Operating Systems Principles,SOSP,CORE2020,A*,48
ACM SIGOPS Symposium on Operating Systems Principles,SOSP,CORE2018,A*,48
ACM SIGOPS Symposium on Operating Systems Principles,SOSP,CORE2017,A*,48
ACM SIGOPS Symposium on Operating Systems Principles,SOSP,CORE2014,A*,48
ACM SIGOPS Symposium on Operating Systems Principles,SOSP,CORE2013,A*,48
ACM SIGOPS Symposium on Operating Systems Principles,SOSP,ERA2010,A,48
ACM SIGOPS Symposium on Operating Systems Principles,SOSP,CORE2008,A*,48
"ACM SIGPLAN Conference on Languages, Tools, and Compilers for Embedded Systems",LCTES,CORE2021,B,49
"ACM SIGPLAN Conference on Languages, Tools, and Compilers for Embedded Systems",LCTES,CORE2020,A,49
"ACM SIGPLAN Conference on Languages, Tools, and Compilers for Embedded Systems",LCTES,CORE2018,A,49
"ACM SIGPLAN Conference on Languages, Tools, and Compilers for Embedded Systems",LCTES,CORE2017,A,49
"ACM SIGPLAN Conference on Languages, Tools, and Compilers for Embedded Systems",LCTES,CORE2014,A,49
"ACM SIGPLAN Conference on Languages, Tools, and Compilers for Embedded Systems",LCTES,CORE2013,A,49
"ACM SIGPLAN Conference on Languages, Tools, and Compilers for Embedded Systems",LCTES,ERA2010,A,49
"ACM SIGPLAN Conference on Languages, Tools, and Compilers for Embedded Systems",LCTES,CORE2008,A,49
ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,PEPM,CORE2021,C,50
ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,PEPM,CORE2020,B,50
ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,PEPM,CORE2018,B,50
ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,PEPM,CORE2017,B,50
ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,PEPM,CORE2014,B,50
ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,PEPM,CORE2013,B,50
ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,PEPM,ERA2010,B,50
ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,PEPM,CORE2008,A,50
ACM SIGPLAN Workshop on Types in Language Design and Implementation (was TIC),TLDI,CORE2018,C,51
ACM SIGPLAN Workshop on Types in Language Design and Implementation (was TIC),TLDI,CORE2017,C,51
ACM SIGPLAN Workshop on Types in Language Design and Implementation (was TIC),TLDI,CORE2014,C,51
ACM SIGPLAN Workshop on Types in Language Design and Implementation (was TIC),TLDI,CORE2013,C,51
ACM SIGPLAN Workshop on Types in Language Design and Implementation (was TIC),TLDI,ERA2010,C,51
"European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering (duplicate was listed as ESEC, removed from DB)",ESEC/FSE,CORE2021,A*,52
"European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering (duplicate was listed as ESEC, removed from DB)",ESEC/FSE,CORE2020,A*,52
"European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering (duplicate was listed as ESEC, removed from DB)",ESEC/FSE,CORE2018,A*,52
"European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering (duplicate was listed as ESEC, removed from DB)",ESEC/FSE,CORE2017,B,52
"European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering (duplicate was listed as ESEC, removed from DB)",ESEC/FSE,CORE2014,A,52
"European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering (duplicate was listed as ESEC, removed from DB)",ESEC/FSE,CORE2013,A,52
"European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering (duplicate was listed as ESEC, removed from DB)",ESEC/FSE,ERA2010,A,52
"European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering (duplicate was listed as ESEC, removed from DB)",ESEC/FSE,CORE2008,A,52
ACM SIGSOFT Workshop on Program Analysis for Software Tools and Engineering,PASTE,CORE2017,B,53
ACM SIGSOFT Workshop on Program Analysis for Software Tools and Engineering,PASTE,CORE2014,B,53
ACM SIGSOFT Workshop on Program Analysis for Software Tools and Engineering,PASTE,CORE2013,B,53
ACM SIGSOFT Workshop on Program Analysis for Software Tools and Engineering,PASTE,ERA2010,B,53
ACM SIGSOFT Workshop on Program Analysis for Software Tools and Engineering,PASTE,CORE2008,B,53
ACM SIGUCCS Conference on User Services,SIGUCCS,CORE2021,National: USA,54
ACM SIGUCCS Conference on User Services,SIGUCCS,CORE2020,National: USA,54
ACM SIGUCCS Conference on User Services,SIGUCCS,CORE2018,C,54
ACM SIGUCCS Conference on User Services,SIGUCCS,CORE2017,C,54
ACM SIGUCCS Conference on User Services,SIGUCCS,CORE2014,C,54
ACM SIGUCCS Conference on User Services,SIGUCCS,CORE2013,C,54
ACM SIGUCCS Conference on User Services,SIGUCCS,ERA2010,C,54
ACM Special Interest Group on Computer Science Education Conference,SIGCSE,CORE2021,A,55
ACM Special Interest Group on Computer Science Education Conference,SIGCSE,CORE2020,A,55
ACM Special Interest Group on Computer Science Education Conference,SIGCSE,CORE2018,A,55
ACM Special Interest Group on Computer Science Education Conference,SIGCSE,CORE2017,A,55
ACM Special Interest Group on Computer Science Education Conference,SIGCSE,CORE2014,A,55
ACM Special Interest Group on Computer Science Education Conference,SIGCSE,CORE2013,A,55
ACM Special Interest Group on Computer Science Education Conference,SIGCSE,ERA2010,A,55
ACM Special Interest Group on Computer Science Education Conference,SIGCSE,CORE2008,A,55
ACM Special Interest Group on Management of Data Conference,SIGMOD,CORE2021,A*,56
ACM Special Interest Group on Management of Data Conference,SIGMOD,CORE2020,A*,56
ACM Special Interest Group on Management of Data Conference,SIGMOD,CORE2018,A*,56
ACM Special Interest Group on Management of Data Conference,SIGMOD,CORE2017,A*,56
ACM Special Interest Group on Management of Data Conference,SIGMOD,CORE2014,A*,56
ACM Special Interest Group on Management of Data Conference,SIGMOD,CORE2013,A*,56
ACM Special Interest Group on Management of Data Conference,SIGMOD,ERA2010,A,56
ACM Special Interest Group on Management of Data Conference,SIGMOD,CORE2008,A*,56
ACM Special Interest Group on Supporting Group Work (was SIGGRoup),Group,CORE2018,B,57
